Date,Adj Close
2020-01-02 00:00:00-05:00,73.56153106689453
2020-01-03 00:00:00-05:00,72.84636688232422
2020-01-06 00:00:00-05:00,73.42683410644531
2020-01-07 00:00:00-05:00,73.08150482177734
2020-01-08 00:00:00-05:00,74.25711822509766
2020-01-09 00:00:00-05:00,75.83438873291016
2020-01-10 00:00:00-05:00,76.00582885742188
2020-01-13 00:00:00-05:00,77.629638671875
2020-01-14 00:00:00-05:00,76.5813980102539
2020-01-15 00:00:00-05:00,76.25318145751953
2020-01-16 00:00:00-05:00,77.20838165283203
2020-01-17 00:00:00-05:00,78.06314849853516
2020-01-21 00:00:00-05:00,77.53411865234375
2020-01-22 00:00:00-05:00,77.8108901977539
2020-01-23 00:00:00-05:00,78.18562316894531
2020-01-24 00:00:00-05:00,77.96028900146484
2020-01-27 00:00:00-05:00,75.6678466796875
2020-01-28 00:00:00-05:00,77.80842590332031
2020-01-29 00:00:00-05:00,79.43714141845703
2020-01-30 00:00:00-05:00,79.3220443725586
2020-01-31 00:00:00-05:00,75.80500793457031
2020-02-03 00:00:00-05:00,75.59681701660156
2020-02-04 00:00:00-05:00,78.09254455566406
2020-02-05 00:00:00-05:00,78.72933959960938
2020-02-06 00:00:00-05:00,79.65023040771484
2020-02-07 00:00:00-05:00,78.56756591796875
2020-02-10 00:00:00-05:00,78.94071960449219
2020-02-11 00:00:00-05:00,78.4644546508789
2020-02-12 00:00:00-05:00,80.32781219482422
2020-02-13 00:00:00-05:00,79.75580596923828
2020-02-14 00:00:00-05:00,79.77543640136719
2020-02-18 00:00:00-05:00,78.31471252441406
2020-02-19 00:00:00-05:00,79.44892883300781
2020-02-20 00:00:00-05:00,78.63385009765625
2020-02-21 00:00:00-05:00,76.8539810180664
2020-02-24 00:00:00-05:00,73.203369140625
2020-02-25 00:00:00-05:00,70.72383117675781
2020-02-26 00:00:00-05:00,71.84576416015625
2020-02-27 00:00:00-05:00,67.14933013916016
2020-02-28 00:00:00-05:00,67.11004638671875
2020-03-02 00:00:00-05:00,73.3580551147461
2020-03-03 00:00:00-05:00,71.02824401855469
2020-03-04 00:00:00-05:00,74.3228759765625
2020-03-05 00:00:00-05:00,71.91204833984375
2020-03-06 00:00:00-05:00,70.95706939697266
2020-03-09 00:00:00-04:00,65.34490966796875
2020-03-10 00:00:00-04:00,70.0511474609375
2020-03-11 00:00:00-04:00,67.61824035644531
2020-03-12 00:00:00-04:00,60.94062805175781
2020-03-13 00:00:00-04:00,68.2417984008789
2020-03-16 00:00:00-04:00,59.46270751953125
2020-03-17 00:00:00-04:00,62.07729721069336
2020-03-18 00:00:00-04:00,60.557647705078125
2020-03-19 00:00:00-04:00,60.09364700317383
2020-03-20 00:00:00-04:00,56.27857208251953
2020-03-23 00:00:00-04:00,55.08298110961914
2020-03-24 00:00:00-04:00,60.60919952392578
2020-03-25 00:00:00-04:00,60.27531814575195
